,view_name,view_type,view_source_type,view_source_name,view_file_location,syntax_error
272,report_mobile_downloads,sql_table,sql,public.report_mobile_downloads,report_mobile_downloads.view.lkml,
177,report_subscribers,sql_table,sql,public.report_subscribers,report_subscribers.view.lkml,
243,report_system_downgrades,sql_table,sql,public.report_system_downgrades,report_system_downgrades.view.lkml,
313,report_system_downgrades_by_type,sql_table,sql,public.report_system_downgrades_by_type,report_system_downgrades_by_type.view.lkml,
180,report_system_upgrades,sql_table,sql,public.report_system_upgrades,report_system_upgrades.view.lkml,
95,report_system_upgrades_by_type,sql_table,sql,public.report_system_upgrades_by_type,report_system_upgrades_by_type.view.lkml,
314,report_systems,sql_table,sql,report_systems,report_systems.view.lkml,
284,retainer,sql_table,sql,converse.retainer,retainer.view.lkml,
141,retainer_period,sql_table,sql,converse.retainer_period,retainer_period.view.lkml,
302,roles,sql_table,sql,masterlock.roles,roles.view.lkml,
158,selligent_project_files,sql_table,sql,periscope_bucket.selligent_project_files,selligent_project_files.view.lkml,
219,selligent_summary,sql_table,sql,periscope_bucket.selligent_summary,selligent_summary.view.lkml,
228,sf_account,sql_table,sql,salesforce.sf_account,sf_account.view.lkml,
258,sf_opportunity,sql_table,sql,salesforce.sf_opportunity,sf_opportunity.view.lkml,
179,sfmc_email_drip_logins,sql_table,sql,analytics.sfmc_email_drips_logins_copy,sfmc_email_drips_logins.view.lkml,
10,sfmc_email_name_mapping,sql_table,sql,analytics.sfmc_email_name_mapping,sfmc_email_name_mapping.view.lkml,
244,sfmc_email_tracking,sql_table,sql,sfmc.email_tracking,sfmc_email_tracking.view.lkml,
63,sfmc_flag_tracking,sql_table,sql,sfmc.flag_tracking,sfmc_flag_tracking.view.lkml,
293,sfmc_journey_tracking,sql_table,sql,sfmc.journey_tracking,sfmc_journey_tracking.view.lkml,
100,source_adjust_ios_trials,sql_table,sql,analytics.source_adjust_ios_trials,source_adjust_ios_trials.view.lkml,
289,source_funnel_adwords_adgroup,sql_table,sql,analytics.source_funnel_adwords_adgroup,source_funnel_adwords_adgroup.view.lkml,
171,source_funnel_campaign_lookup,sql_table,sql,analytics.source_funnel_campaign_lookup,source_funnel_campaign_lookup.view.lkml,
122,source_funnel_io_daily_spend,sql_table,sql,analytics.source_funnel_io_daily_spend,source_funnel_io_daily_spend.view.lkml,
209,source_gs_podcast_daily_spend,sql_table,sql,analytics.source_gs_podcast_daily_spend,source_gs_podcast_daily_spend.view.lkml,
260,spend_podcast_data,sql_table,sql,periscope_bucket.podcast_spend_data,SPEND_podcast_data.view.lkml,
312,system_enablement,sql_table,sql,partner_sync.system_enablement,system_enablement.view.lkml,
90,system_feature,sql_table,sql,freshstats.system_feature,system_feature.view.lkml,
88,system_gateway_stable,sql_table,sql,coalesced_live_shards.system_gateway_stable,system_gateway_stable.view.lkml,
142,systems_daily,sql_table,sql,wild_west.systems_daily,systems_daily.view.lkml,
189,telesales_pilot_disposition,sql_table,sql,analytics.telesales_pilot_disposition,telesales_pilot_disposition.view.lkml,
294,time_entry,sql_table,sql,converse.time_entry,time_entry.view.lkml,
65,time_entry_business,sql_table,sql,production_data.converse_time_entry_business,time_entry_business.view.lkml,
183,timesheet_entry_stable,sql_table,sql,coalesced_live_shards.timesheet_entry_stable,timesheet_entry_stable.view.lkml,
309,upgrade_probability,sql_table,sql,data_science.day_2_upgrade_predictions,upgrade_probability.view.lkml,
217,upgrade_probability_events_only,sql_table,sql,analytics.upgrade_probability,upgrade_probability_events_only.view.lkml,
290,user,sql_table,sql,"coalesced_live_shards.""user""",user.view.lkml,
139,view_time_tracking,sql_table,sql,heap.view_time_tracking,view_time_tracking.view.lkml,
210,yearly_revenue_by_system,sql_table,sql,wild_west.yearly_revenue_by_system,yearly_revenue_by_system.view.lkml,
157,yearly_revenue_for_netsuite,sql_table,sql,wild_west.yearly_revenue_for_netsuite,yearly_revenue_for_netsuite.view.lkml,
86,yodlee_user,sql_table,sql,bankharvester.yodlee_user,yodlee_user.view.lkml,
196,zendesk_categories,sql_table,sql,analytics.zendesk_categories,zendesk_categories.view.lkml,
109,zendesk_organizations,sql_table,sql,zendesk_sync.organizations,zendesk_organizations.view.lkml,
222,zendesk_ticket_fields,sql_table,sql,zendesk_sync.tickets__fields,zendesk_ticket_fields.view.lkml,
106,zendesk_ticket_metrics,sql_table,sql,zendesk_sync.zendesk_ticket_metrics,zendesk_ticket_metrics.view.lkml,
130,zendesk_ticket_tags,sql_table,sql,zendesk_sync.tickets__tags,zendesk_ticket_tags.view.lkml,
178,zendesk_tickets,sql_table,sql,zendesk_sync.tickets,zendesk_tickets.view.lkml,
42,zendesk_users,sql_table,sql,zendesk_sync.users,zendesk_users.view.lkml,
116,FACT_system_time_entry_raw,,,,FACT_system_ndt.view.lkml,
149,dt_system_daily_seats,,,,dt_system_daily_seats.view.lkml,
126,ndt_advanced_accounting_trends,,,,ndt_advanced_accounting_trends.view.lkml,
